 Tweet ID,Country,Date,Tweet,Definitely English,Ambiguous,Definitely Not English,Code-Switched,Ambiguous due to Named Entities,Automatically Generated Tweets,Emotion Category,Sentiment Label,Sentiment by Country,Likes,Retweets,Replies,Tweet Length,User Activity Level,Is Automated,Code-Switched Sentiment
287551697151205376,CA,2013-01-05,"Rain bitches but get my dick on with  at least 3 chicks at York, these hoes are easy game don't change baby haha",1,0,0,0,0,0,Surprise,Positive,HU,189,339,256,112,Highly Active,Yes,
287581900179128320,US,2013-01-05,"#SexSurvey 74: If you were a stripper, what would your name be? (Trixie or Tricktina as a girl - as a boy my name)",1,0,0,0,0,0,Fear,Positive,,726,254,133,114,Highly Active,Yes,
287610375464165377,US,2013-01-05,"RT“@iLeexi: I feel shittttttty, I can't even get off my bed. No srsly I feel rlly sick and shitty”",1,0,0,0,0,0,Disgust,Neutral,GT,51,106,184,98,Highly Active,Yes,
287649877515706368,TR,2013-01-05,Müdürlüğümüzün 2013 yılında hayata geçireceği projeler üzerinde ki çalışmalar sona yaklaşıldı.,0,0,1,0,0,0,Joy,Negative,GE,132,466,280,94,Moderately Active,No,
287751454964465664,US,2013-01-06,I'm Just Gone Continue Doing What I Want To.,1,0,0,0,0,0,Joy,Positive,BS,610,199,102,44,Highly Active,Yes,
287774901190918144,US,2013-01-06,"\@adampoulos1: @TyreceSpeaight_ even me!!!\"" Are you at the party""",1,0,0,0,0,0,Sadness,Neutral,TN,704,232,64,66,Moderately Active,Yes,
287908359716339712,RU,2013-01-06,И повторится все как в старь... (@ Обуховский Завод) [pic]: http://t.co/6iFuTdDp,0,0,1,0,0,0,Disgust,Positive,SE,609,467,194,80,Moderately Active,Yes,
287921852771336194,RU,2013-01-06,Поехала на каток,0,0,1,0,0,0,Joy,Neutral,TW,626,152,78,16,Rarely Active,Yes,
288003511625592832,BR,2013-01-06,@_jooa amanha eu treino,0,0,1,0,0,0,Joy,Positive,BE,620,167,115,23,Moderately Active,Yes,
288022335670341632,US,2013-01-06,YESSSSSSSSSS http://t.co/1qERLagy,1,0,0,0,0,0,Disgust,Positive,ZM,611,155,8,33,Moderately Active,Yes,
288024504205185024,HU,2013-01-06,I'm at Vegyes Élelmiszer (Budapest) http://t.co/Jjhatjt0,1,0,0,0,0,1,Surprise,Positive,LV,676,293,25,56,Moderately Active,No,
288057328702476288,US,2013-01-06,Drinking a Mama's Little Yella Pils by @oskarblues @ Thunderdome — http://t.co/VEw7n9xn,1,0,0,0,0,0,Fear,Positive,HK,230,185,73,87,Moderately Active,No,
288087662072582144,US,2013-01-07,8:00 PM @ Harrah's Las Vegas $80 NL Hold'em Poker Tournament w/ $20 Bounties @HarrahsVegas http://t.co/f1mxW5ZT,1,0,0,0,0,0,Joy,Negative,TR,998,94,276,111,Moderately Active,Yes,
288101830326632448,US,2013-01-07,@flakachichona : You Can HAVE Them Lololololololol (x,1,0,0,0,0,0,Disgust,Positive,BG,443,380,234,53,Moderately Active,Yes,
288105060020400129,US,2013-01-07,@FEuskadi Haha no way!!!!,1,0,0,0,0,0,Anger,Negative,AG,328,310,104,25,Highly Active,No,
288152195713613824,BR,2013-01-07,@lalafernandees hauahsususuusu eita povo brasileiro bacana ahsuauauahah,0,0,1,0,0,0,Disgust,Positive,SE,802,4,241,71,Highly Active,No,
288196382832074752,MY,2013-01-07,Fifi gatal! Takk abes2 nk double meaning. Iyewwww.,0,1,0,1,0,0,Joy,Neutral,IN,452,207,165,50,Moderately Active,Yes,
288412229760598016,US,2013-01-07,And my grades are top notch 🎀,1,0,0,0,0,0,Disgust,Negative,PH,322,357,61,29,Highly Active,Yes,
288413714514845697,MX,2013-01-07,"Mejor no le digo nada, si lo hago voy a parecer su mamá e igual no me hara casó.",0,0,1,0,0,0,Joy,Negative,IT,960,214,52,80,Highly Active,Yes,
288415723867488257,CA,2013-01-07,@KishwerM priceless!! god bless!!!,1,0,0,0,0,0,Joy,Neutral,AG,460,105,208,34,Highly Active,Yes,
288472988402196481,US,2013-01-08,Yeah fuck saqouit fans i aint scared,1,0,0,0,0,0,Surprise,Negative,KH,850,499,92,36,Moderately Active,Yes,
288517938825265152,ID,2013-01-08,9,0,1,0,0,0,0,Joy,Positive,AM,71,218,118,1,Rarely Active,Yes,
288535076873048064,US,2013-01-08,@Abood_566 الله يلعنك انت و افلامك يا عبيد ☺ اي والله قران و مافي نوم ☺,0,0,1,0,0,0,Fear,Positive,MY,766,335,205,71,Rarely Active,Yes,
288591641168736256,ID,2013-01-08,8 menit lagii..mari menutup CCOS...yupppiii..*peluktas,0,0,1,0,0,0,Joy,Neutral,MX,967,36,11,54,Moderately Active,Yes,
288683878275764224,BR,2013-01-08,@victorcarbono_ nossa muito duas garrafas de vodka pura uma agnt teve que da pro policial a outra ja tava vazia hauhauahua,0,0,1,0,0,0,Sadness,Neutral,LB,623,72,16,122,Highly Active,Yes,
288724374163431427,FR,2013-01-08,@Ptaky Mdrr t'es sur ? Demandons a @AhmedElManifico stp haha,0,0,1,0,0,0,Anger,Positive,NL,276,356,181,60,Moderately Active,Yes,
288787531921752064,NL,2013-01-08,@fabianaax wie ben jij?,0,0,1,0,0,0,Neutral,Positive,BN,643,360,158,23,Highly Active,No,
288793823558127616,MX,2013-01-08,El nuevo comercial de suerox es una mamada. jajajaja,0,0,1,0,0,0,Neutral,Positive,BA,216,408,185,52,Rarely Active,Yes,
288799301323329538,US,2013-01-09,@geegrapes It's all about being real and true to yourself. The opposite of real is fake.,1,0,0,0,0,0,Joy,Negative,ES,886,165,174,88,Rarely Active,Yes,
288813813384503297,ES,2013-01-09,BN!! Mñn toca dia agetreao pufff!!,0,0,1,0,0,0,Surprise,Positive,HU,655,60,242,34,Highly Active,Yes,
288980705009078272,BR,2013-01-09,@ddtugavato kkkkkkkkkkkk q isso o.O,0,0,1,0,0,0,Sadness,Positive,RW,7,142,18,35,Highly Active,No,
289042889483374592,CL,2013-01-09,RT @KaroliyaAmeOub @CataDeLina se los pegare en tu nombre en cualquier momento xD// Me parece perfectooooo xD jajajaj,0,0,1,0,0,0,Sadness,Neutral,RO,430,159,255,117,Rarely Active,No,
289128558104817665,MY,2013-01-09,Whistle baby,1,0,0,0,0,0,Anger,Neutral,FR,906,499,228,12,Moderately Active,No,
289137651527872512,US,2013-01-09,1999 Joos DLP-115 Through-Feed Hot Veneer Press Please feel free to make an offer! All offers will be considered... http://t.co/fMFp7hDB,1,0,0,0,0,0,Neutral,Positive,JO,967,469,263,136,Moderately Active,No,
289146933409378308,BR,2013-01-09,"@robsdlp nao vida, to pelo  ela..",0,0,1,0,0,0,Sadness,Positive,FI,935,206,88,33,Moderately Active,No,
289156458958954497,BR,2013-01-09,Isso mesmo kkkkkk,0,0,1,0,0,0,Joy,Neutral,AM,94,226,299,17,Moderately Active,Yes,
289206446434942977,MX,2013-01-10,Muy descontrolado sale Rolando Valdez #YaquisVsAlgodoneros,0,0,1,0,0,0,Surprise,Neutral,PL,334,435,128,58,Moderately Active,Yes,
289278219516014593,US,2013-01-10,@Maalaak_q8_ ووين ماطقها عويا -__-,0,0,1,0,0,0,Disgust,Neutral,MN,919,226,72,34,Moderately Active,Yes,
289337770244182017,ID,2013-01-10,Mampet hidung gw...,0,0,1,0,0,0,Surprise,Neutral,SG,22,386,134,19,Highly Active,No,
289372180314198016,MY,2013-01-10,"Seriously, I feel Betrayed",1,0,0,0,0,0,Fear,Positive,AE,430,334,81,26,Highly Active,No,
289401913571688448,GB,2013-01-10,@Colemaan @christinafisher yes and yes ;),1,0,0,0,0,0,Joy,Positive,HU,23,489,28,41,Moderately Active,No,
289430250310488064,US,2013-01-10,@BigJoe2323 I plugged it in the computer so no,1,0,0,0,0,0,Sadness,Positive,BW,276,221,246,46,Highly Active,No,
289434503309557760,US,2013-01-10,Straight ignore.,1,0,0,0,0,0,Joy,Positive,TM,398,299,1,16,Moderately Active,Yes,
289443055742877697,US,2013-01-10,Y para acabarla habla súper lento mi compadre ....,0,0,1,0,0,0,Surprise,Negative,JP,442,305,115,50,Moderately Active,Yes,
289545287545020416,US,2013-01-11,"\@FucKUPayyMee: Lawwdd it feel like somebody just punchin me in my cat. Lmaoo.\"" see nasty asz""",1,0,0,0,0,0,Joy,Positive,TT,326,433,259,95,Rarely Active,No,
289555114644082689,US,2013-01-11,@SammiMazzella don't text @katelindallegro it will save u from a headache #jkjkjk #loveyakate,1,0,0,0,0,0,Disgust,Positive,SL,795,251,300,93,Rarely Active,No,
289612153143586819,US,2013-01-11,@Ambitious_R_Us you good wyd?,1,0,0,0,0,0,Sadness,Negative,DZ,845,30,234,29,Highly Active,No,
289790306382147584,US,2013-01-11,@Orange_Fanatic4 rd cuzz,1,0,0,0,0,0,Surprise,Positive,JO,297,89,54,24,Highly Active,Yes,
289804554265047040,NL,2013-01-11,wrm my avond  ga iemand anders avond verepesten,0,0,1,0,0,0,Sadness,Positive,TN,914,59,222,47,Moderately Active,Yes,
289811231638966272,RS,2013-01-11,@biebsjan0skians o.O Mockingjay. Sjaj Slobode on serbian.,1,0,0,0,0,0,Anger,Neutral,NE,876,62,6,57,Moderately Active,No,
289853661117562880,US,2013-01-11,@ronald_to_swoll lmfaooo that's a girl store,1,0,0,0,0,0,Joy,Positive,UZ,839,134,219,44,Rarely Active,No,
289866294445080576,BR,2013-01-11,@t_bouvier muito bom flamengo sim,0,0,1,0,0,0,Joy,Positive,KR,464,293,183,33,Moderately Active,No,
289908229125857281,US,2013-01-12,My ears once again hurt so much,1,0,0,0,0,0,Sadness,Positive,KE,235,254,121,31,Rarely Active,No,
289911991559155712,BR,2013-01-12,Ishih! Gabi + Paula = a confusão... Gabi + Paula + Brenda = corre negada,0,0,1,0,0,0,Surprise,Negative,BR,556,487,202,72,Rarely Active,Yes,
289999597890318337,MY,2013-01-12,Instagram-ing laa pulakk . :-),0,0,1,0,0,0,Joy,Neutral,EC,557,286,127,30,Rarely Active,No,
290052131266895873,TR,2013-01-12,@bayaniglesias tamamdir kankiii :D,0,0,1,0,0,0,Fear,Negative,MX,744,472,58,34,Highly Active,Yes,
290057970019082243,RU,2013-01-12,@senumt evet günün haberi :),0,0,1,0,0,0,Joy,Negative,NL,431,154,104,28,Rarely Active,No,
290209090532151298,RU,2013-01-12,"Какая разница, что твориться у меня внутри? Главное выгляжу я отлично, а остальное - не имеет значения.",0,0,1,0,0,0,Neutral,Neutral,FJ,959,9,187,103,Highly Active,Yes,
290221321328140288,GB,2013-01-12,Rylan... love you @bbuk  xx,0,1,0,0,0,0,Joy,Positive,GE,789,400,45,27,Moderately Active,Yes,
290245551948169217,GB,2013-01-12,Safe to say I teared up more than I do in the average year in one night at Les Mis #musicgotmegoing #noshame,1,0,0,0,0,0,Joy,Positive,QA,426,421,211,108,Moderately Active,Yes,
290279697508610048,MY,2013-01-13,"Jinki, do you know that she has passed on?",1,0,0,0,0,0,Anger,Neutral,NG,702,42,36,42,Rarely Active,Yes,
290341060100648961,ID,2013-01-13,"Maaf sayangg aku ga brmaksud menigakan dikau RT @lucianatherecia: Tuh kan ak disingkirkan gr\ orng ketiga  RT @dhina_dhindil: @anggitia_tia""",0,0,1,0,0,0,Anger,Positive,MP,732,383,53,140,Highly Active,Yes,
290443548040519680,JP,2013-01-13,"なにこれ\n　　　 ／⌒ヽ\n　　 ／　　　＼\n　　/　　　 丶 ＼\n　 (/　　　　丶　)\n　 /　　　　　丶\\n　f　　　　　　i\n　| ●　　●　　 |\n　|　　一　　　|\n　ヽ＿＿ 　 　ノ\n　 丿ﾉ ﾉ丁丁￣l＼\n　く(_(_(＿L＿)ノ""",0,0,1,0,0,0,Anger,Positive,CN,877,442,202,134,Moderately Active,Yes,
290474212597063682,ID,2013-01-13,"@imoeddah miss u yankk :* smoga terlaksana yee, aamien http://t.co/KycLBEw5",0,0,1,0,0,0,Anger,Positive,BA,838,30,183,75,Moderately Active,No,
290559042361896960,GB,2013-01-13,@Lord_Sugar Stabilisers !,1,0,0,0,0,0,Neutral,Positive,HU,983,219,102,25,Moderately Active,No,
290575014481235968,US,2013-01-13,Up 🏃,1,0,0,0,0,0,Anger,Neutral,BO,219,83,176,4,Moderately Active,No,
290581544727359488,NL,2013-01-13,Ff een paar bladzijden lezen dan hopen de ik slaperig en mijn oogjes dicht vallen,0,0,1,0,0,0,Anger,Negative,BN,269,172,72,81,Rarely Active,Yes,
290582476085133312,NL,2013-01-13,Zo maar slapen (:,0,0,1,0,0,0,Surprise,Positive,UY,698,70,225,17,Highly Active,Yes,
290633847740186626,US,2013-01-14,Damn your ex is a cry baby. He dont wanna talk to me.,1,0,0,0,0,0,Disgust,Neutral,SN,910,179,126,53,Highly Active,No,
290655544874778624,US,2013-01-14,@AndyMolitor4 she will be devastated!,1,0,0,0,0,0,Joy,Neutral,TW,426,105,65,37,Highly Active,Yes,
290663568603484162,BR,2013-01-14,@oi_biagomes obrigada linda!! ❤,0,0,1,0,0,0,Fear,Positive,VE,248,331,261,31,Moderately Active,Yes,
290665397542322176,BR,2013-01-14,"@sweetnnessa osheee so se for agora, nele? Tuuuudo kkkkkkk",0,0,1,0,0,0,Disgust,Positive,PL,976,189,67,58,Highly Active,No,
290837775006171137,BR,2013-01-14,I'm at Forquilhinha http://t.co/VX8gjg4o,1,0,0,0,0,1,Fear,Positive,FR,503,100,35,40,Highly Active,Yes,
290841155606806528,GB,2013-01-14,"@LukeMalvern ahwwww Lukey, your profile picture is so adorable!",1,0,0,0,0,0,Disgust,Neutral,FJ,140,356,115,63,Highly Active,Yes,
290891340303187969,ES,2013-01-14,Después de correr con @chay_18dp @Jmmacoco @jose_21ra una buena merienda para coger fuerzas jaja,0,0,1,0,0,0,Surprise,Positive,PT,218,161,208,96,Highly Active,Yes,
290946147235819520,CL,2013-01-14,@Pauladominguez como va el embarazo? En que semana estas??,0,0,1,0,0,0,Anger,Positive,TW,128,430,265,58,Highly Active,Yes,
290991135608958976,JP,2013-01-15,iPhoneのケーブルかいにきたついでにカフェオレテイクアウトおおおお (@ カフェ・ベローチェ 鶴見店) http://t.co/IJvwc7Qh,0,0,1,0,0,0,Fear,Positive,ZA,668,265,209,74,Moderately Active,Yes,
291036266231902208,US,2013-01-15,@MarcyD13 @datdudebp4 @adeangelo13 mandarin buffet?,1,0,0,0,0,0,Anger,Neutral,PH,275,99,86,51,Moderately Active,Yes,
291146945412608001,JP,2013-01-15,@ksmt_ktうちの方が絶対早かったなwww,0,0,1,0,0,0,Disgust,Neutral,BM,190,290,93,23,Highly Active,No,
291188146245357568,US,2013-01-15,My baby Is completely frozen no way I can drive this shit no time soon http://t.co/5fB1vytx,1,0,0,0,0,0,Fear,Positive,NP,395,40,56,91,Highly Active,Yes,
291219372830232576,NL,2013-01-15,Jaja een spoedje Apeldoor. Beetje druk (@ A1) [pic]: http://t.co/a5dzjoiJ,0,0,1,0,0,0,Fear,Neutral,BR,905,236,282,73,Highly Active,Yes,
291287463241064450,FR,2013-01-15,Cest un monde de merde,0,0,1,0,0,0,Sadness,Neutral,NP,210,165,299,22,Moderately Active,Yes,
291293939246436353,FR,2013-01-15,@YaaasmineM waouuuuuu super --',0,0,1,0,0,0,Joy,Negative,ZA,324,35,149,31,Highly Active,No,
291323915832274944,BR,2013-01-15,Pequena no tamanho e cada vez maior nas suas conquistas. Só orgulho!! Aguarde sabado a comemoração será ao nosso estilo hahaha @_luanabilro,0,0,1,0,0,0,Disgust,Positive,BE,189,364,89,139,Highly Active,Yes,
291402995080523776,US,2013-01-16,@Marc_Anthony_18 @nallelyy_j Well instead of scaring her you scared me,1,0,0,0,0,0,Surprise,Neutral,TW,495,209,69,70,Moderately Active,Yes,
291413199692132352,US,2013-01-16,Everything I don't want to happen is happening. Smh I hate my life right now .!😔,1,0,0,0,0,0,Sadness,Positive,TW,445,43,137,80,Moderately Active,Yes,
291421357613404160,MX,2013-01-16,Y tu el aire que me levanta que me da fuerza para este amor #TuAmorMeHaceTantoBien..,0,0,1,0,0,0,Neutral,Positive,KZ,250,371,235,84,Rarely Active,No,
291589994135568385,IT,2013-01-16,Linea giovane per la Juve. E' fatta per la stella del Sassuolo http://t.co/r3ZBGlB9 #calciomercato #juve,0,0,1,0,0,0,Disgust,Neutral,RE,861,3,219,104,Moderately Active,No,
291653592354541569,JP,2013-01-16,@Laetitia_MAX ランファ！,0,0,1,0,0,0,Sadness,Neutral,CZ,745,113,174,19,Moderately Active,No,
291675016586735618,CA,2013-01-16,"HOW THE FUCK DOES LIAM PAYNE TWEET \Dark\"" AND GET 34,9K RETWEETS AND 24,K FAVORITES WAT""",1,0,0,0,0,0,Joy,Negative,CZ,567,311,177,89,Moderately Active,Yes,
291689101281857536,US,2013-01-16,Flip Phone Shawty!!,1,0,0,0,0,0,Neutral,Positive,PT,637,487,137,19,Moderately Active,No,
291695539513352193,CA,2013-01-16,Its funny because in every situation we go threw your aloud to tell ur best friend but I can't. #toobad #goingtoanyways,1,0,0,0,0,0,Anger,Neutral,EE,289,360,174,119,Moderately Active,No,
291770453788352512,US,2013-01-17,"I am not a godly person, or a religious one for that matter. Mostly because I'm logical and I grew out of pretending. Just sayin.",1,0,0,0,0,0,Disgust,Neutral,KZ,910,168,31,129,Rarely Active,Yes,
291833162856792064,US,2013-01-17,Happy birthday to a handsome guy name @Oscar_swagg_  xp,1,0,0,0,0,0,Disgust,Positive,PL,817,489,143,55,Moderately Active,Yes,
291965141103296512,US,2013-01-17,@xXBRANdoN_DXx @17LAZAROW17 :'( WHAT!,1,0,0,0,0,0,Fear,Neutral,AE,846,372,296,37,Moderately Active,No,
291965279481778176,ES,2013-01-17,"Gent en menos personalitat que..ay no,que tu eres el exemple",0,0,1,0,0,0,Joy,Positive,ID,131,464,179,60,Highly Active,Yes,
291975072980299776,US,2013-01-17,Ughh @HeavyHitterz91 needs to hurry the hell up and get outta work!!,1,0,0,0,0,0,Joy,Positive,CR,735,300,39,68,Moderately Active,No,
291985818694864896,CL,2013-01-17,"#cancionesquesonperfectas http://t.co/FbAcFuMj uno de mis temas favoritos de Placebo, no podria ser mejor este tema, la letra lo dice todo.",0,0,1,0,0,0,Anger,Negative,HU,193,60,35,139,Moderately Active,No,
292002864409243648,ES,2013-01-17,Ufff que mal lo he paasado. #Muyfuertetodo,0,0,1,0,0,0,Neutral,Positive,TH,260,441,179,42,Moderately Active,Yes,
292100520456359936,US,2013-01-18,@SheeRatchettt Amen,0,1,0,0,0,0,Joy,Positive,BG,659,231,13,19,Highly Active,Yes,
292103939044827137,US,2013-01-18,"@ChineseJasminee okay good ! Please come ! And no. I don't talk to her nor joselin . Yes ! Saturday, Sunday, Monday &amp; Tuesday ! (x",1,0,0,0,0,0,Sadness,Positive,FJ,724,401,212,134,Highly Active,No,
292105390039121920,GB,2013-01-18,@parcel2go_Help sadly this BOSE DOCKING STATION has not arrived and I am most annoyed. I want this item replaced asap. http://t.co/oo8bbBcp,1,0,0,0,0,0,Disgust,Positive,CR,8,397,70,139,Rarely Active,No,
292149480554393600,US,2013-01-18,Catfish need some hood ppl though... That would be funny,1,0,0,0,0,0,Fear,Neutral,BE,987,245,194,56,Moderately Active,Yes,
292190828217118720,US,2013-01-18,Finally bedtime. Goood freaking niighhtt!,1,0,0,0,0,0,Surprise,Positive,RU,778,209,254,41,Moderately Active,No,
292203654428123136,NL,2013-01-18,@EdDJGex i did the bpm because i mix quickly so i can pitch them up for quick inmixing,1,0,0,0,0,0,Joy,Positive,PW,851,305,254,86,Rarely Active,No,
292322407551729664,GB,2013-01-18,"Aww, how cute is that - you can text every other fucker in this world but not me #Shocking",1,0,0,0,0,0,Joy,Positive,DZ,809,493,237,90,Moderately Active,Yes,
292344805026050048,RU,2013-01-18,Я читаю только Бэна !yaoming!,0,0,1,0,0,0,Anger,Positive,IQ,356,193,127,29,Moderately Active,Yes,
292499746919182336,US,2013-01-19,@caseee_lynns12  madden!!!!!!! N,0,1,0,0,1,0,Anger,Neutral,QA,708,22,72,32,Moderately Active,Yes,
292558655755272192,ID,2013-01-19,@rerenvino nama ku nurul lain idih-_-:p,0,0,1,0,0,0,Disgust,Positive,ZA,718,224,42,39,Rarely Active,Yes,
292570496283856896,CA,2013-01-19,@kristacipriani sleep is for the weak / week,1,0,0,0,0,0,Joy,Negative,JM,870,487,166,44,Highly Active,No,
292625685166555137,ID,2013-01-19,"Minta sampai angka habis :p\@yudhigugum: (۳ ˚Д˚)۳ minta lo berapaaaa\""@NovfiskAbcd: Dikit amat -_- \""@yudhigugum:""",0,0,1,0,0,0,Anger,Positive,BO,911,210,200,114,Moderately Active,No,
292655015997341697,US,2013-01-19,Escuchar el repique que toca el boli se me eriza la piel,0,0,1,0,0,0,Neutral,Neutral,AZ,887,65,249,56,Moderately Active,Yes,
292661726577561600,BR,2013-01-19,"@juliasalves nem sou mesmo, devo te dreads",0,0,1,0,0,0,Sadness,Negative,PY,672,412,112,42,Highly Active,Yes,
292677841064165378,ID,2013-01-19,@algifary21 yang sabar boy...smoga banjir nya cpt surut ya...mobil gw jg masih kejebak di PLO dari tnggal 15...,0,0,1,0,0,0,Joy,Positive,KH,542,474,125,111,Highly Active,No,
